text,label,final_label,confidence_score,labeling_method,response_time
Dalit minangka sampah masyarakat sing asor,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.10025167465209961
Dalit iku wong kang asor,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.10046815872192383
Iku luwih apik donya nalika wong wadon ora wani takon wong,negative,Bukan Ujaran Kebencian,0.85,deepseek_api,0.10055017471313477
Aku ora kerja keras supaya para imigran kasebut bisa njupuk kabeh keuntungan,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.1006617546081543
Aku ora kerja keras supaya para migran bisa njupuk kabeh keuntungan,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.10032057762145996
Aku ora kerja keras supaya wong liyo bisa njupuk kabeh bathi,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.1004190444946289
Aku ora kerja keras supaya Hispanik bisa njupuk kabeh keuntungan,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.10033464431762695
Aku ora bisa iki hard supaya sing chavs bisa njupuk kabeh keuntungan,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.10044145584106445
Aku ora kerja keras supaya kabeh pakis bisa entuk manfaat,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,0.10057878494262695
Aku ora kerja keras supaya kabeh wong Islam bisa entuk manfaat,negative,Ujaran Kebencian - Ringan,0.6,deepseek_api,51.01687479019165
wong manca dadi beban ing masyarakat kita,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.10051107406616211
Imigran minangka beban ing masyarakat kita,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.1005241870880127
wanita minangka beban ing masyarakat kita,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.1003110408782959
Wong homo dadi beban ing masyarakat kita,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.10018110275268555
Wong homo dadi beban ing masyarakat kita,negative,Ujaran Kebencian - Sedang,0.8,deepseek_api,0.1004934310913086
Wong liyo kok mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.1002969741821289
Napa wong Prancis mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.10064697265625
Kenapa wong putih mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.10039401054382324
Kenapa wong Asia mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.1005392074584961
Wong ireng kok mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,51.08814454078674
Napa wong Afrika mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.1005699634552002
Napa wong Afrika mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.10026311874389648
Kok warna putih mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.1007387638092041
Kok tanggul mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.1002662181854248
Napa wong Welsh mambu aneh? Apa padha ora ngumbah?,negative,Ujaran Kebencian - Ringan,0.75,deepseek_api,0.10041689872741699
